ticker,company,sector_etf,active_from,active_to,delisting_return_pct,universe_source,demo_revenue_growth,demo_net_margin,demo_liab_assets,demo_fcf_margin
AAPL,Apple,XLK,2011-01-01,,,demo_historical,14.573560346498143,15.384091606030015,0.6068479408433901,10.758676139927298
ADBE,Adobe,XLK,2012-07-14,,,demo_historical,6.568622134171238,-2.349566601917637,0.738374382795218,-9.754773697989819
AMD,AMD,XLK,2012-02-25,,,demo_historical,4.68209028478761,0.24525728954102455,0.6273499468514042,15.418201366385578
AMZN,Amazon,XLY,2011-07-30,,,demo_historical,-3.1995875287058055,5.032146202829627,0.4573382256728229,8.506782325064425
CRM,Salesforce,XLK,2012-05-05,,,demo_historical,6.500331586993839,7.040359867307374,0.5797272283061938,0.05020458618102275
DIS,Walt Disney,XLC,2013-04-20,,,demo_historical,-0.3983506996947863,-8.881832166525744,0.6953402068055385,8.303834891546632
GOOGL,Alphabet,XLC,2011-05-21,,,demo_historical,5.191999736320049,4.479235471466245,0.6646696628299839,28.401503947391927
H001,Historical Demo 001,XLK,2022-08-17,,,demo_historical,8.977680696300686,16.024525917135822,0.7360619383813133,23.581206596343
H002,Historical Demo 002,XLY,2021-11-06,,,demo_historical,-1.929779820736826,8.04532091475636,0.8371153587188971,9.675001263196105
H003,Historical Demo 003,XLC,2014-11-22,,,demo_historical,14.070113572847175,1.1977164813572792,0.8115474388868572,1.1283101484364053
H004,Historical Demo 004,XLF,2011-02-20,,,demo_historical,31.170676588229487,18.639775553510788,0.6874204878030569,5.771538423218242
H005,Historical Demo 005,XLV,2020-04-09,2023-04-23,-62.1588805781535,demo_historical,6.160768052077033,8.985226550027505,0.4007714234233289,7.3392582313207
H006,Historical Demo 006,XLI,2017-07-13,,,demo_historical,6.768361843288705,18.841737549277408,0.8008071702764832,18.406237495900115
H007,Historical Demo 007,XLP,2022-09-15,,,demo_historical,-2.4942522592599428,10.385210406179052,0.6264392581248373,-9.14763413822283
H008,Historical Demo 008,XLE,2016-03-21,,,demo_historical,12.509972968552024,-3.115611318918699,0.2447968563092855,-2.446470099505028
H009,Historical Demo 009,XLU,2012-02-02,2015-10-09,-31.212417010536086,demo_historical,-4.716738471783909,9.67309983854421,0.7103531844971527,5.462712981310035
H010,Historical Demo 010,XLRE,2017-10-16,,,demo_historical,-3.1762412678663203,11.675417203709827,0.4112525147072742,40.38766999321368
H011,Historical Demo 011,XLK,2014-06-10,2018-10-21,25.760963626455176,demo_historical,23.076339990281685,23.460018400455564,0.44256950716878996,21.468146710383934
H012,Historical Demo 012,XLY,2021-03-18,2024-03-28,-88.41541892039201,demo_historical,-0.9599836533410855,-0.7814970953573201,0.5484065772201836,8.662579850428678
H013,Historical Demo 013,XLC,2017-04-24,,,demo_historical,20.89493326264472,10.48871190752503,0.8536145884612615,18.543994988930073
H014,Historical Demo 014,XLF,2021-12-21,,,demo_historical,25.76793804161088,-11.384423492990507,0.5906647433314571,34.689234035564034
H015,Historical Demo 015,XLV,2011-09-12,,,demo_historical,11.85259103224417,19.469409784463103,0.6933586540378746,7.195072878695319
H016,Historical Demo 016,XLI,2012-09-13,,,demo_historical,15.08730543135906,-3.0592786703283963,0.9296748742003569,5.603039870829278
H017,Historical Demo 017,XLP,2019-05-16,2024-02-20,-75.7722740306345,demo_historical,30.47476038055456,-12.48267377408687,0.9050447620249267,24.543322518662748
H018,Historical Demo 018,XLE,2013-02-10,,,demo_historical,6.835987577277117,10.230181154428417,0.6334634534676217,15.93010597759531
H019,Historical Demo 019,XLU,2020-07-24,,,demo_historical,2.4769362336422285,25.373904462617002,0.6113566364703182,18.05599786387068
H020,Historical Demo 020,XLRE,2016-08-11,,,demo_historical,-5.885541712612358,-8.81781032675438,0.44826069854567197,3.9013312086330334
H021,Historical Demo 021,XLK,2018-12-04,,,demo_historical,9.45877788380981,-3.144462610049553,0.5388867081309454,33.090437588112906
H022,Historical Demo 022,XLY,2015-03-02,2020-09-19,-83.874697198309,demo_historical,25.270586320101373,1.337426416307343,0.7180573356180432,30.515089619123923
H023,Historical Demo 023,XLC,2011-09-01,,,demo_historical,19.55554919540952,-3.6834564024460423,0.7133169218895435,16.791373466472997
H024,Historical Demo 024,XLF,2014-02-16,2024-06-22,-32.20624088530549,demo_historical,-1.363003655597531,15.932562548349601,0.6676381169878336,18.21147805776685
H025,Historical Demo 025,XLV,2021-12-14,2025-02-07,-58.57551342495522,demo_historical,-0.4091292221585565,0.5042232144216854,0.8091682652102281,-14.32713046691643
H026,Historical Demo 026,XLI,2013-01-05,,,demo_historical,3.454116477249401,1.6203084260173721,0.5264211179146912,17.652517521966498
H027,Historical Demo 027,XLP,2022-08-15,,,demo_historical,12.214948907448758,18.582970182870046,0.6410277567706456,7.670696953296123
H028,Historical Demo 028,XLE,2017-12-10,2024-04-05,-64.92023373894278,demo_historical,6.741574301859479,1.1783097974071062,0.76699887815917,15.206868469938666
H029,Historical Demo 029,XLU,2011-10-14,,,demo_historical,11.358993399873894,16.62614127114939,0.7434633449964669,18.189512942153172
H030,Historical Demo 030,XLRE,2016-10-02,,,demo_historical,12.26413315849992,-1.628007234466562,0.8213513241171871,5.904498782700696
H031,Historical Demo 031,XLK,2011-10-01,2018-11-03,-67.8834815207889,demo_historical,5.713490546537077,-4.757800684798763,0.7135232650824097,-10.28578160224501
H032,Historical Demo 032,XLY,2022-01-13,,,demo_historical,8.558086642367618,-12.860840759481995,0.6004955911045069,14.41449478089082
H033,Historical Demo 033,XLC,2019-05-02,,,demo_historical,11.272516149376376,35.195636229852475,0.7079507616419839,1.1033961707152589
H034,Historical Demo 034,XLF,2018-11-09,,,demo_historical,8.076333261135064,6.836632582297043,0.4895847685785426,6.037670887307927
H035,Historical Demo 035,XLV,2017-10-19,2025-06-08,-99.61158506384258,demo_historical,14.538729514934559,14.17113378332958,0.3876865069530998,2.745881870869666
H036,Historical Demo 036,XLI,2017-10-18,2024-10-27,-38.855779150371575,demo_historical,29.579633506608054,10.59635638324961,0.7429074849435484,5.901108936937744
H037,Historical Demo 037,XLP,2022-01-21,,,demo_historical,15.511695132479137,13.079502841094415,0.6411775467486387,-17.714251487191298
H038,Historical Demo 038,XLE,2018-12-13,,,demo_historical,9.613916010494071,11.645924231866843,0.6993455402267214,24.60336552677821
H039,Historical Demo 039,XLU,2013-03-05,,,demo_historical,-9.54730485698106,35.806821509635085,0.3783705017853731,13.040153227917688
H040,Historical Demo 040,XLRE,2013-02-05,,,demo_historical,13.267527946167219,-2.506045682442913,0.5915817560439313,23.33679115502637
H041,Historical Demo 041,XLK,2014-12-21,,,demo_historical,-12.413462529439279,-9.247007379276301,0.5540228618029557,33.758101957719234
H042,Historical Demo 042,XLY,2017-02-07,,,demo_historical,-6.499374947717341,-2.155475690296612,0.5117260616421329,10.271117470753008
H043,Historical Demo 043,XLC,2013-06-05,,,demo_historical,18.40103177715642,-6.351217126861101,0.2891975989660064,-11.629235070086906
H044,Historical Demo 044,XLF,2022-12-13,,,demo_historical,16.76858566150331,20.710506682265255,0.5964202428580718,-0.7266422045550165
H045,Historical Demo 045,XLV,2020-09-14,,,demo_historical,7.350671018162267,21.66491672399084,0.7935686861065906,-4.4828537707605225
H046,Historical Demo 046,XLI,2017-12-22,,,demo_historical,-9.810122167674372,-1.4971020869542446,0.7109596354981982,3.9775042822600124
H047,Historical Demo 047,XLP,2019-12-03,,,demo_historical,4.915166314200647,-7.075665094018895,0.553848542453471,10.955775736791729
H048,Historical Demo 048,XLE,2011-02-13,,,demo_historical,1.5338784996237358,6.387643509165768,0.647619844535952,-14.026247204278867
H049,Historical Demo 049,XLU,2019-04-19,,,demo_historical,16.00524820743231,29.084610412393115,0.7710880128380815,14.109705920098627
H050,Historical Demo 050,XLRE,2020-04-18,,,demo_historical,33.835035856702845,-25.65440243137811,0.2083331419753291,-8.124279839430535
H051,Historical Demo 051,XLK,2022-12-08,,,demo_historical,11.386235367501214,17.846147997206373,0.630074152510938,13.568383153600136
H052,Historical Demo 052,XLY,2014-09-05,2021-01-19,-36.98733871312078,demo_historical,0.42757759164671505,-2.984817956831609,0.7369120235490301,8.686106257876222
H053,Historical Demo 053,XLC,2013-08-03,,,demo_historical,-3.876066833335422,24.524772905036563,0.759140580037468,6.23642512968907
H054,Historical Demo 054,XLF,2021-06-05,,,demo_historical,8.382962911549,-3.013011231397776,0.9221168331216048,9.123483328704241
H055,Historical Demo 055,XLV,2018-05-08,,,demo_historical,7.055274871350534,7.289594246194073,0.8316073086554369,3.522663811219692
H056,Historical Demo 056,XLI,2020-06-06,,,demo_historical,-3.666710754802189,-8.581628308314322,0.7000100535593996,2.650342679149915
H057,Historical Demo 057,XLP,2018-02-05,2024-02-04,-38.85836587811712,demo_historical,10.279907592614027,-1.7043520564752654,0.6983161609784683,-10.19307669042665
H058,Historical Demo 058,XLE,2015-11-18,2025-05-03,-34.17314750128499,demo_historical,-3.660048734419478,29.015909119599538,0.775911255679136,9.64447222180805
H059,Historical Demo 059,XLU,2021-11-13,,,demo_historical,21.23317998902231,21.66752291657076,0.5637076808412256,32.14640452747981
H060,Historical Demo 060,XLRE,2014-01-05,2016-04-24,-81.35726700932628,demo_historical,20.689156663669706,5.778314022041217,0.6435699112090904,33.76594075461526
H061,Historical Demo 061,XLK,2022-03-24,2025-03-25,-87.54916352145872,demo_historical,20.93226391826063,-0.31224081265532533,0.794998240492566,25.861811158539314
H062,Historical Demo 062,XLY,2012-09-03,,,demo_historical,3.7854448233061904,-13.619492774653583,0.9631912343832145,18.469619210218696
H063,Historical Demo 063,XLC,2011-07-23,,,demo_historical,14.659726196498976,5.882462745287205,0.6245172310829213,1.882238511040141
H064,Historical Demo 064,XLF,2018-10-11,,,demo_historical,7.547235442587075,10.598257716378127,0.6422558897072218,27.313009458595136
H065,Historical Demo 065,XLV,2018-03-05,,,demo_historical,4.7230673245727015,9.907293348151708,0.6817568310060287,9.326469346708373
H066,Historical Demo 066,XLI,2015-01-06,,,demo_historical,5.269397771437273,9.780704936309787,0.8649125910412891,9.17349388284312
H067,Historical Demo 067,XLP,2020-11-21,2024-09-08,-91.54622562078475,demo_historical,-5.296868003375657,-3.5835251539500383,0.645149871425736,6.505274417928823
